PDBID,pK
4odn,6.74
4odq,4.47
4oee,5.76
4oef,4.76
4oc5,7.07
4oeg,5.05
4ofb,5.43
4oex,5.84
4od0,9.04
4ocz,9.18
4oew,6.82
4oel,7.0
4oeu,7.66
4og3,6.55
4ofl,7.66
4og4,6.02
4ogi,7.43
4oem,5.3
4og5,6.52
4ogj,6.79
4ogn,10.0
4ogt,10.0
4oi6,5.0
4og7,6.94
4ogv,8.05
4og8,7.25
4og6,6.71
4ojr,7.42
4oiv,5.08
4ohp,7.46
4ohk,8.3
4oho,7.77
4ohm,7.55
4okg,9.32
4okp,2.7
4ojq,3.3
4ok5,4.51
4olc,6.19
4ok3,4.15
4ok6,4.85
4old,2.7
4omj,5.26
4omk,4.4
4omc,10.78
4omd,9.01
4oks,4.48
4olh,8.3
4ono,5.19
4ona,8.15
4oo9,9.07
4oq3,8.1
4onf,8.92
4oow,5.37
4ool,6.85
4oq5,6.3
4oq6,5.48
4oon,7.52
4or4,4.57
4or6,5.31
4oru,3.68
4or0,7.46
4orx,3.53
4op2,5.93
4op1,6.89
4op3,8.15
4os1,5.6
4os2,6.7
4os4,4.87
4os5,4.63
4osf,5.44
4os6,6.44
4ot6,5.92
4os7,4.62
4otg,7.59
4otf,8.22
4oti,7.37
4ouj,2.86
4oth,8.05
4oue,3.3
4ov5,7.43
4ovz,6.31
4ow0,6.82
4ovf,4.13
4ovh,4.85
4ovg,3.69
4owm,2.96
4oty,7.4
4own,4.22
4oyk,6.74
4oya,6.44
4owv,4.35
4owo,4.47
4oyb,5.8
4oyp,3.0
4oyi,4.72
4oyo,3.52
4ou3,4.41
4oym,4.96
4oz1,5.62
4ozl,4.97
4oz2,3.0
4oz3,4.55
4oys,8.82
4ozj,5.4
4p0a,4.52
4p0b,6.54
4oyt,2.81
4ozn,5.4
4p0v,5.92
4p0w,5.96
4p0x,5.92
4p10,8.1
4ozo,3.83
4p1u,8.52
4p2t,5.43
4p0n,8.66
4p3h,6.0
4p00,6.4
4p02,6.4
4p1r,8.39
4p4b,7.85
4p44,7.8
4p4d,5.74
4p45,7.8
4p58,4.6
4p4e,6.74
4p5e,5.55
4p4j,6.15
4p5d,5.82
4p6e,5.89
4p4s,4.94
4p4i,7.46
4p5z,7.41
4p4t,4.39
4p6x,7.04
4p6w,9.15
4p6g,8.11
4p6c,4.0
4p7m,7.41
4p7s,7.42
4p90,7.19
4pax,6.4
4pce,5.15
4pci,5.12
4pb1,2.82
4pcs,7.85
4p75,4.1
4p73,7.66
4pb2,4.8
4p74,5.0
4p72,4.09
4pct,7.15
4pd6,4.44
4pd7,3.92
4pd9,3.33
4pd8,6.03
4pd5,2.86
4pee,8.32
4pde,6.44
4pf3,7.29
4pdk,8.22
4pft,8.64
4oc4,6.98
4pda,4.21
4pfu,6.17
4pg9,7.8
4pf5,5.48
4pgb,7.48
4pgd,6.92
4pgc,5.88
4phv,9.17
4pid,4.62
4ph4,7.74
4phu,7.92
4pgh,4.89
4pin,5.4
4pio,5.7
4piq,7.1
4pis,7.22
4phw,10.0
4pkb,6.94
4pjt,9.24
4pji,3.7
4pkr,4.82
4pks,4.82
4pkt,4.83
4pku,4.52
4pkv,5.25
4pl6,3.1
4pkw,4.65
4pli,3.16
4pl3,6.54
4pml,4.52
4pm0,7.35
4pms,8.1
4pl4,5.27
4pl5,4.96
4pnc,5.43
4pmm,7.57
4pmt,6.0
4pmp,6.4
4pl0,4.4
4pnl,5.52
4pnm,5.85
4pn1,6.17
4pnn,4.52
4pnq,5.0
4ory,3.53
4pnr,6.34
4pns,4.52
4pnt,5.82
4pni,6.09
4poh,8.0
4pnk,6.6
4po7,7.07
4poj,8.1
4pop,8.13
4pov,8.28
4pnw,5.05
4pow,6.3
4pnu,4.89
4pp3,7.82
4pox,5.43
4pp5,7.74
4pp0,4.4
4ppa,9.1
4ppb,10.0
4pp9,7.37
4ppc,9.03
4pp7,7.96
4pqn,9.15
4pr5,5.66
4pra,5.66
4prb,3.88
4pre,3.74
4oma,4.17
4prd,4.6
4prj,7.14
4pqa,5.55
4pry,7.7
4ps0,4.04
4prh,4.6
4prn,5.66
4pri,4.03
4ps5,6.54
4ps1,6.66
4psb,4.64
4prg,7.15
4psq,6.36
4prp,5.66
4psh,8.89
4ps3,8.7
4ps7,7.41
4ps8,9.0
4ptg,8.23
4psx,6.47
4p4f,6.77
4pte,7.13
4puz,8.11
4pv0,9.07
4ptc,8.96
4puj,7.46
4pv5,6.54
4puk,7.28
4pum,6.73
4pvt,6.52
4pvo,6.31
4pul,6.84
4px6,8.4
4pvv,6.48
4pxm,8.89
4p7e,4.76
4pvx,6.76
4pv7,6.63
4pvy,6.71
4pyn,4.52
4pxf,3.1
4py4,5.77
4py1,7.19
4pyo,4.52
4pz5,6.92
4pyv,6.7
4pyq,5.36
4pyx,6.14
4pyy,7.23
4py2,6.57
4pz8,5.92
4pzh,8.0
4q06,7.66
4pzw,6.96
4pzx,6.0
4pzv,5.7
4q0k,4.87
4q07,8.14
4q0a,6.48
4q08,6.3
4q09,8.17
4q19,8.05
4q18,6.13
4q0l,7.7
4q15,7.96
4q1a,9.3
4q1b,8.72
4q1s,4.17
4q1n,9.7
4q1c,8.7
4q1f,8.04
4q1w,11.7
4q1d,7.78
4q1x,11.15
4q1e,8.17
4q1y,10.35
4q46,3.77
4q3q,5.89
4q2k,7.48
4q3s,6.59
4pg3,7.85
4q3t,6.48
4q3r,6.27
4q3u,6.44
4q4e,6.72
4pge,7.77
4q4i,7.33
4q4o,7.46
4q6f,5.6
4q4p,6.39
4q6d,7.36
4q4r,6.43
4q7s,4.42
4q6e,6.18
4q7p,4.32
4q4q,5.79
4q4s,6.95
4q7v,3.59
4q7w,2.64
4q83,4.19
4q81,3.02
4q87,4.85
4q8y,2.64
4q90,2.15
4q6r,6.68
4q99,6.28
4q8x,3.57
4q9y,5.68
4q9s,3.81
4qag,5.32
4qb3,5.47
4q93,4.65
4q9m,7.18
4qbm,4.58
4q9o,5.77
4q9z,7.26
4qbb,7.52
4qc1,4.99
4qem,7.8
4qd6,8.64
4qev,7.66
4qer,7.54
4qaa,6.44
4qew,7.07
4qf7,8.6
4qf8,7.51
4qdk,5.85
4qac,9.4
4qab,9.7
4qf9,4.43
4qfn,4.12
4qfl,5.11
4qfp,4.23
4qfg,5.48
4qgd,7.43
4qfo,4.27
4qg7,8.0
4qgf,7.16
4qfs,6.05
4qga,7.92
4qge,9.3
4qfr,8.13
4qgg,9.0
4qgi,3.9
4qip,5.15
4qh7,5.94
4qh8,4.89
4qhc,6.7
4qgh,9.0
4qiy,7.3
4qht,4.94
4qjm,8.17
4po0,6.92
4qiz,8.15
4qjp,8.6
4qhp,8.05
4qjr,7.1
4qj0,7.32
4qjo,7.4
4qk4,6.6
4qjx,7.28
4qir,6.95
4qkd,4.09
4ql8,9.15
4ql1,7.03
4qlk,3.24
4qkx,7.07
4qll,3.38
4qmm,6.34
4qjw,7.8
4qmn,8.52
4qls,7.44
4qlt,8.6
4qme,6.52
4qij,5.54
4qlq,8.18
4qlu,8.08
4qmq,6.59
4qmo,7.72
4qmp,7.85
4qms,5.13
4qmy,8.4
4qmw,7.07
4qmt,8.0
4qlv,7.85
4qmu,5.89
4qo4,8.3
4qna,4.64
4qmv,7.64
4qmx,4.96
4qmz,6.68
4qn9,4.41
4qoc,9.92
4qo9,6.8
4qp1,3.61
4qnu,6.4
4qp6,3.46
4qp7,5.23
4qp8,6.55
4qpd,7.82
4qp9,7.15
4qpa,7.43
4qok,5.19
4qq4,5.74
4qp2,3.03
4qpl,7.41
4qps,6.52
4qnb,6.59
4qqi,5.52
4qq5,6.32
4qr3,5.85
4qqc,7.34
4qr4,6.6
4qn7,9.08
4qr5,7.22
4qsu,2.0
4qsv,2.0
4qsx,1.74
4qsw,1.68
4qt2,6.32
4qrc,6.34
4qrh,5.15
4qt1,8.15
4qtc,6.4
4qta,6.7
4qtb,6.7
4qtd,5.97
4qtl,6.92
4qtn,6.85
4qvl,6.53
4qt0,6.29
4qvm,6.35
4qvn,5.1
4qsm,7.41
4qvp,6.05
4quo,7.92
4qvq,5.2
4qvv,5.15
4qvw,5.38
4qvx,11.0
4qvy,5.09
4qw0,5.14
4qw1,6.11
4qw3,6.61
4qw4,6.95
4qw6,5.85
4qw5,6.35
4qw7,6.28
4qwf,6.0
4qwg,5.97
4qwi,5.36
4qwj,5.77
4qwk,6.27
4qwr,5.93
4qwl,6.18
4qws,6.5
4qxo,5.51
4qwu,5.51
4qxq,5.7
4qwx,6.27
4qxj,5.9
4qxr,6.0
4qy3,6.82
4qxt,7.8
4qsh,5.1
4qy8,7.19
4qye,5.92
4qyh,8.89
4qsk,5.1
4qyg,8.39
4qxs,5.96
4qyo,8.22
4qyy,7.3
4qz0,5.46
4qz1,5.44
4qz2,5.21
4qzs,7.05
4qz3,5.51
4qz4,5.01
4qz5,5.26
4qz6,5.53
4qz7,5.65
4qzw,5.15
4qzx,6.26
4r1e,7.28
4r06,6.29
4r0i,6.52
4r18,7.68
4r1v,9.0
4r17,7.68
4r1y,6.4
4r02,7.41
4r3c,7.0
4r3b,6.25
4r4c,5.54
4r3s,8.22
4r4i,6.27
4r4o,5.82
4r4q,5.09
4r4t,6.26
4r59,7.96
4r5a,8.7
4r5b,6.73
4r3w,3.0
4r5g,5.22
4r0a,4.26
4r5y,7.64
4r5n,7.12
4r07,5.32
4r5w,7.13
4r6e,7.78
4r6v,7.45
4r6x,5.27
4r6w,5.27
4r5t,6.1
4r73,7.64
4r74,8.1
4r75,7.24
4r5v,6.15
4r5x,5.26
4r91,6.37
4r8y,6.19
4r92,7.41
4r93,7.8
4r95,7.85
4ra1,5.94
4ra5,8.4
4rac,7.52
4rab,7.4
4rad,7.1
4rak,7.85
4ran,7.15
4rao,6.0
4r6t,7.52
4rcd,9.15
4rce,8.7
4r76,7.85
4rcf,8.4
4rcp,5.35
4rcg,5.03
4raq,6.72
4rdn,5.92
4r7m,7.96
4rd0,6.62
4rd3,6.47
4re3,8.57
4re2,4.98
4re4,6.87
4rd6,6.28
4rfc,8.24
4rfd,8.05
4rfr,6.54
4rfy,7.0
4rfm,10.05
4rgd,3.94
4rg0,7.3
4rfz,7.4
4rh5,6.9
4rio,9.0
4re9,4.92
4ret,7.59
4rhu,6.16
4riu,7.3
4riv,7.0
4rhy,5.95
4rj3,7.03
4ris,6.05
4rj4,7.8
4rhx,5.8
4rj5,7.18
4rj6,7.12
4rkx,5.1
4rj8,7.77
4rj7,7.66
4rlk,5.02
4rll,5.02
4rme,5.92
4rlu,4.82
4rlp,8.14
4res,7.85
4rlw,4.87
4rlt,4.96
4rn0,6.59
4rn4,6.94
4rn2,5.82
4rn1,5.0
4rpv,8.52
4rn6,5.1
4rpn,6.96
4rqi,4.91
4rpo,7.64
4rra,4.87
4rqz,5.4
4rr6,6.0
4rqv,5.05
4rrf,3.62
4rrg,2.81
4rqk,5.82
4rrq,5.47
4rrr,4.44
4rrn,7.32
4rrv,7.4
4rro,7.59
4rrs,6.68
4rsk,4.32
4rs0,6.0
4rss,8.77
4rsc,6.63
4rt0,5.5
4rse,6.4
4rt1,6.14
4ruu,7.54
4ruy,7.89
4rux,7.92
4rvm,9.0
4ruz,7.64
4rvk,7.87
4rsp,5.44
4rvr,6.87
4rvl,7.38
4rwj,8.7
4rwk,7.19
4rwl,8.1
4rvt,5.72
4rx7,8.3
4rww,5.85
4rx8,7.46
4rx9,7.89
4rxz,6.74
4rx5,8.52
4rxh,5.91
4rxa,5.74
4ryg,8.1
4ryc,7.1
4rz1,7.4
4rxc,4.48
4rxd,6.52
4ryd,11.26
4ryl,7.28
4sga,7.3
4s2i,9.0
4s1g,9.22
4rxe,6.64
4tju,5.44
4tjw,6.02
4tjz,5.97
4tim,2.16
4s3e,6.11
4tjy,6.44
4s3f,6.24
4tkb,5.59
4tk0,5.55
4std,10.33
4tk5,7.49
4tkh,5.74
4tkf,6.55
4tkg,6.85
4tkj,6.04
4tk1,3.72
4tk2,3.72
4tki,6.38
4tk3,5.1
4tky,5.7
4tln,3.72
4tkn,5.89
4tmp,5.43
4tmk,7.7
4tk4,5.1
4tmf,5.48
4tlr,8.52
4to8,1.24
4tn2,6.92
4tmn,10.17
4tpw,4.69
4tpk,8.57
4tmr,7.22
4tn4,6.33
4tqn,6.11
4tq3,5.49
4trc,4.52
4tpm,8.62
4tpp,8.59
4tpt,7.04
4trw,4.14
4trz,5.03
4tt2,4.66
4tsx,4.99
4tte,3.69
4tu4,3.76
4ts1,4.94
4tun,5.41
4tw6,4.21
4tuh,4.0
4tw7,7.59
4tw8,5.58
4ttv,6.68
4tsz,7.0
4tvj,7.91
4twt,8.0
4tv3,8.72
4twp,10.0
4twc,7.4
4txc,6.62
4tx6,5.59
4tw9,7.7
4twy,3.97
4txe,5.62
4tww,4.2
4ty6,7.52
4txs,3.0
4ty1,9.26
4ty7,9.52
4ty8,2.03
4tyl,3.22
4tyo,7.1
4ty9,2.05
4tz2,3.46
4twd,5.08
4tya,2.39
4tzm,6.7
4tyb,1.7
4tz8,3.3
4tyt,7.7
4u01,8.46
4tzn,6.52
4tzq,6.52
4u03,5.77
4u0i,8.22
4u0b,4.3
4u0a,4.3
4u0c,4.31
4u0d,4.31
4u0m,5.77
4u0e,6.92
4u0n,5.77
4u0s,6.8
4u0f,5.92
4u0w,3.0
4u0u,5.82
4u1b,5.31
4u0x,6.23
4u2w,6.0
4u43,4.32
4u44,8.1
4tnw,3.78
4u45,8.0
4u54,2.06
4u4s,2.92
4u58,2.0
4u2y,3.99
4u4x,5.01
4u5j,5.53
4u5t,6.7
4u5l,2.4
4u5n,2.48
4u3f,8.39
4u68,4.31
4u5o,2.42
4u5s,2.41
4u5u,2.89
4u6c,5.0
4u5v,3.05
4u69,4.26
4u6e,3.3
4u6w,4.21
4u6x,6.38
4u6z,5.41
4u6r,7.85
4u6y,7.08
4u71,5.22
4u7q,9.74
4u70,5.02
4u79,6.4
4u73,5.18
4u7v,5.49
4u82,5.72
4u93,7.89
4u8w,11.24
4u7o,3.35
4ua8,6.26
4ucc,4.32
4u91,6.83
4uau,5.89
4uat,5.89
4u0g,5.29
4uac,6.54
4ucd,4.0
4u90,6.54
4u7t,5.67
4uce,3.17
4ud7,8.13
4uc5,5.48
4uco,7.0
4ucr,3.3
4ual,8.4
4ucs,4.21
4uda,7.59
4udb,9.15
4ue1,8.0
4uct,3.12
4ucu,3.35
4ucv,2.88
4ufd,9.68
4ufe,8.15
4uff,7.96
4ufg,8.15
4ufh,6.42
4ufi,6.2
4ufj,4.28
4ufu,8.0
4ufk,3.89
4ufm,3.72
4ufl,2.64
4ufy,8.15
4uhg,6.27
4ui4,7.35
4ufz,6.31
4ui5,6.78
4ui3,6.88
4ui7,7.36
4ui6,7.06
4ui8,7.6
4uia,6.72
4uib,9.0
4uit,6.7
4uil,7.24
4uiu,7.9
4uiv,7.8
4uix,7.3
4uiw,7.3
4uiz,4.7
4uin,7.62
4uiy,5.6
4uj2,7.1
4um3,7.54
4uj1,6.52
4uj9,8.7
4ujb,8.0
4uja,9.05
4umn,7.2
4um1,5.77
4umq,5.38
4umr,3.8
4umt,6.14
4umj,5.57
4um9,8.07
4umu,6.19
4unn,6.38
4unp,3.23
4unr,8.7
4und,8.96
4uma,5.41
4unq,6.62
4uns,6.7
4up5,2.6
4umc,3.44
4uro,8.4
4urm,8.05
4urn,4.46
4ura,5.5
4uof,4.84
4url,6.3
4urk,5.96
4uru,2.22
4urv,2.77
4urw,2.8
4uoh,4.77
4urx,2.89
4usi,4.41
4us3,5.32
4utn,6.15
4us4,5.32
4uu5,5.04
4utr,6.15
4utx,5.24
4utv,5.09
4ury,2.22
4urz,2.52
4uu7,6.08
4uu8,6.54
4uuh,7.77
4uua,5.24
4uuq,7.54
4uv8,6.47
4uvu,5.92
4uv9,6.01
4usw,2.69
4uvw,7.72
4uvv,7.49
4uvb,5.49
4uub,4.76
4uvy,8.26
4usj,4.0
4uvx,7.96
4uva,5.75
4uw1,7.72
4ux4,7.01
4ux9,5.1
4uwg,8.15
4uwf,8.15
4uwh,8.52
4uwl,8.57
4uxb,7.96
4uwk,9.0
4uxj,5.42
4uxq,7.8
4uyd,4.1
4ux6,5.92
4uy1,4.7
4uye,8.02
4uyg,7.6
4uyf,7.6
4uxh,5.96
4uyh,6.3
4uyn,8.4
4v11,6.49
4uzh,5.01
4v01,8.11
4v04,8.11
4v05,9.7
4v24,8.37
4v27,6.66
4v0i,6.33
4uzd,9.22
4vgc,6.9
4v1f,7.7
4w4w,7.46
4w4s,5.02
4w4v,6.94
4w4x,6.99
4w53,3.99
4w4z,7.52
4w52,3.76
4w50,5.85
4w4y,6.46
4w54,4.17
4w55,4.74
4v25,7.08
4w57,4.85
4w5a,3.77
4w7t,6.05
4uxl,10.6
4w5j,7.24
4w9c,4.65
4w9d,4.99
4w7p,7.49
4w9e,5.15
4w9f,5.49
4w9g,5.26
4w97,7.1
4w9h,6.73
4w9o,7.77
4w9i,5.96
4w9k,6.54
4w9j,6.23
4w9l,5.02
4w9p,7.8
4w9s,6.82
4wci,5.05
4w9q,6.85
4w9x,7.4
4wa9,8.42
4w9n,4.26
4w9w,7.48
4wbg,5.55
4wbo,4.2
4wcf,4.28
4wag,7.08
4wet,3.35
4wf2,8.1
4wey,3.5
4wef,2.59
4wf4,3.11
4waf,5.0
4wf6,6.3
4wh7,2.3
4wh9,3.0
4whh,7.4
4wcu,8.52
4whl,6.4
4umb,4.0
4wgi,5.35
4uvc,6.88
4wht,8.1
4wiv,6.26
4why,8.1
4wj7,4.89
4wk1,5.89
4whz,9.0
4wj5,6.29
4wi1,5.3
4wk7,7.13
4wke,8.1
4whr,4.12
4wkb,11.57
4wkc,12.68
4wki,8.3
4whs,4.12
4wk2,6.94
4wkn,9.72
4wko,9.47
4wkt,3.26
4wks,2.7
4wkp,9.55
4wlb,6.74
4wm9,6.92
4wku,5.68
4wkv,6.79
4wn5,7.41
4wmc,8.05
4wn1,8.29
4wmu,6.74
4wmx,4.85
4wmv,4.03
4wmy,7.07
4wnm,7.59
4wnp,8.1
4wno,6.8
4wov,7.14
4wnk,6.42
4wn0,3.22
4wop,4.76
4wpf,6.6
4wph,5.8
4wr8,6.23
4wri,9.01
4wq2,6.3
4wrb,6.19
4wr7,11.7
4wq3,7.0
4wrs,9.4
4wt2,10.42
4wsj,7.33
4wrq,5.34
4wsy,7.77
4wpn,6.68
4wt6,7.92
4wvs,6.27
4wsk,6.43
4wup,9.82
4wvt,5.31
4wvu,5.71
4wuy,7.82
4wvl,6.88
4wp7,6.1
4wtu,9.52
4wv6,4.98
4ww6,10.21
4wx4,9.22
4wx7,7.4
4wxi,8.08
4ww8,10.17
4wx6,9.0
4wwn,6.07
4wy3,3.62
4wy1,5.29
4wwp,6.92
4wy6,5.97
4wy7,6.78
4wyp,3.36
4wwo,7.42
4wyz,4.3
4wzv,9.37
4wyy,6.0
4wz6,5.6
4wz4,6.44
4x0u,7.4
4wz5,5.51
4x0f,7.0
4wym,4.0
4x0z,3.15
4x1n,6.42
4x1f,7.97
4x11,2.22
4x13,3.3
4x1p,4.2
4x1q,5.3
4x1r,6.4
4wz8,7.21
4x1s,6.87
4x14,2.92
4x2i,6.46
4x3h,4.23
4x34,6.12
4x21,7.44
4x3i,3.17
4x2s,6.55
4x2l,4.44
4x3s,5.89
4x3k,4.56
4x24,9.78
4x3t,4.54
4x3u,5.09
4x50,7.75
4x3e,5.47
4x5q,9.0
4x5p,8.21
4x47,2.85
4x49,4.53
4x5r,7.85
4x48,6.77
4x3r,11.07
4x69,7.66
4x5y,8.03
4x5z,7.63
4x6h,7.66
4x6i,8.0
4x60,9.0
4x6j,7.8
4x61,9.0
4x6s,5.24
4x6n,8.82
4x68,6.57
4x63,6.77
4x6k,5.31
4x6o,8.72
4x7h,7.38
4x6p,8.3
4x7j,7.39
4x6x,8.64
4x7k,8.4
4x6y,7.72
4x7l,8.05
4x7i,7.69
4x7n,8.22
4x7o,8.7
4x8p,5.48
4x8n,6.62
4x8o,6.6
4x7q,7.85
4x8g,6.0
4x8s,1.89
4x9v,7.85
4x8t,2.05
4x9r,7.82
4x8v,6.89
4x9w,6.85
4xbb,5.0
4x8u,2.46
4xbd,6.4
4xc2,5.37
4xar,6.97
4xaq,7.14
4xas,6.59
4xct,8.17
4xcb,5.47
4xdo,4.08
4xcu,8.22
4xek,5.66
4xbo,4.59
4xe1,7.11
4xg6,8.01
4xg7,7.49
4xg4,7.67
4xg8,8.72
4xg3,7.76
4xg9,9.15
4xgz,7.62
4xhv,4.3
4xhk,8.3
4xe0,7.72
4xhl,4.43
4xh2,8.22
4xh6,5.57
4xhe,10.3
4xip,6.63
4xiq,7.07
4xir,6.94
4xit,7.27
4xii,6.6
4xjt,5.14
4xkb,6.1
4xjs,7.12
4xj0,9.52
4xkc,5.87
4xk9,9.07
4xkx,9.05
4xmb,7.36
4xo8,8.96
4xmo,8.7
4xjr,5.32
4xm8,3.02
4xm7,3.57
4xoc,8.52
4xoe,5.0
4xnv,6.79
4xpj,5.09
4xnw,7.74
4xmr,4.07
4xqu,6.07
4xrq,6.63
4xqa,4.99
4xt2,7.15
4xs2,5.82
4xta,5.43
4xt9,6.8
4xqb,3.79
4xtt,7.37
4xtv,9.27
4xtw,9.03
4xtm,4.57
4xtx,10.57
4xty,9.21
4xtz,9.82
4xtp,4.26
4whq,4.12
4xua,4.59
4xu0,9.11
4xub,5.97
4xu1,9.49
4xuc,5.96
4xu2,9.23
4xu3,9.5
4xue,5.3
4xuh,5.73
4xuz,7.36
4xum,4.67
4xx3,7.25
4xv2,8.27
4xv1,8.38
4xx4,7.36
4xv3,7.92
4xsx,5.0
4xx9,5.08
4xy8,6.4
4xxh,5.0
4xv9,6.72
4xy2,8.1
4xy9,5.33
4xya,5.86
4xxs,7.28
4y0a,2.31
4xyn,5.89
4xwk,4.63
4xyc,7.51
4xyf,9.0
4y29,6.25
4y24,6.66
4y2j,3.1
4y2b,8.36
4y2p,2.66
4y2t,3.82
4y16,7.43
4y2q,2.92
4y2s,4.28
4y2u,3.24
4y2v,4.04
4y38,2.4
4y2x,6.29
4y2y,5.05
4y3j,2.17
4y3y,2.35
4y32,4.05
4y46,7.96
4y3b,4.87
4y4g,2.0
4y4j,2.47
4y5d,5.92
4y5h,7.82
4y59,5.24
4y62,2.95
4y4v,3.65
4y64,3.1
4y5s,3.73
4y63,3.58
4y6m,7.15
4y5i,3.52
4y73,9.52
4y67,6.93
4y79,7.96
4y6p,7.16
4y6r,5.48
4y6s,5.03
4y7r,5.03
4y85,7.89
4y83,7.77
4wyo,6.95
4y87,7.24
4y8c,7.96
4y8d,8.05
4y94,6.62
4y8z,10.4
4y8x,8.43
4y8y,9.15
4yab,5.07
4ya8,6.1
4yad,5.6
4yas,3.41
4yax,5.82
4yat,5.03
4yay,8.54
4ybk,7.82
4yb5,4.71
4ybi,6.6
4ybm,6.85
4ybs,7.24
4ybt,7.0
4yc0,4.13
4x6m,8.24
4ybj,9.28
4yb7,3.8
4yc8,7.85
4yc9,8.89
4yb6,5.32
4ycw,5.68
4ycm,7.72
4ycn,7.77
4ydf,5.1
4ycu,5.48
4yee,6.49
4ydg,7.82
4ycl,8.15
4yef,5.35
4ye3,8.37
4ycv,5.82
4yh3,4.59
4yec,7.6
4yes,8.02
4yh4,4.59
4ydn,8.64
4yfi,6.3
4yhf,8.34
4ygf,7.68
4yff,8.0
4yhm,9.76
4yha,6.65
4yhq,8.77
4yho,10.74
4yht,9.22
4ydq,6.52
4yih,4.66
4yje,4.84
4yk0,3.74
4yik,6.89
4yjl,5.96
4yhz,7.96
4yjn,7.92
4yk6,5.7
4ykj,4.43
4ykk,2.77
4yk5,7.64
4yl1,6.67
4yl0,8.22
4ylj,8.22
4xm6,4.05
4ym2,2.85
4yl3,8.15
4ykn,8.0
4yhp,8.7
4ylk,6.74
4ym4,4.47
4yll,6.92
4ymj,7.0
4ymb,6.21
4ymx,7.1
4ymq,5.8
4yml,8.35
4ymh,6.46
4ylu,4.0
4ynk,8.3
4yne,8.52
4ynl,4.62
4yo6,5.66
4ymg,4.68
4ynb,10.37
4ynd,8.55
4yo8,10.52
4yp8,7.89
4yoz,6.8
4yp1,5.04
4yog,5.74
4yps,7.12
4yoi,6.48
4ypf,2.7
4yoj,6.39
4yqh,8.05
4yqu,6.66
4yqv,5.71
4yrd,4.57
4yqm,7.51
4yrc,2.7
4yrt,2.78
4ysi,5.7
4yrs,3.07
4yrg,2.7
4ys7,9.0
4xsz,5.6
4yrr,2.7
4ytc,7.89
4yt6,7.96
4yt7,8.77
4ytf,8.15
4ysl,5.8
4yti,7.89
4yth,8.7
4yur,9.8
4yuw,5.77
4yuy,3.34
4yux,3.74
4yuz,5.04
4yv0,3.28
4yv5,6.22
4yv8,7.96
4yv1,3.08
4xsy,5.3
4yw7,6.89
4yv9,6.4
4yv2,7.29
4yw6,7.08
4yw2,2.8
4ywa,7.55
4yxi,6.5
4yve,7.0
4yx4,5.97
4yvc,5.96
4yy6,4.22
4yxo,7.04
4yx9,5.35
4yxd,4.34
4yyi,4.19
4yyl,5.01
4yxu,7.24
4yym,3.62
4yyn,3.96
4yyt,6.38
4yzn,4.81
4yz9,7.7
4yzc,8.52
4yzm,5.27
4z0k,6.34
4yvz,5.52
4yzu,5.05
4z0e,5.3
4yz5,2.83
4z0u,5.7
4z07,7.99
4z0d,5.3
4z0q,8.17
4z0f,5.77
4z16,8.32
4z1e,8.24
4z1q,7.82
4z1s,6.1
4z1k,8.33
4z1j,8.11
4z22,6.24
4z1n,8.23
4z2o,4.51
4z2b,7.76
4z2g,6.66
4z2h,5.08
4z2j,6.43
4z2k,5.78
4z3v,8.4
4z46,2.82
4z2p,4.6
4z6h,6.21
4z68,6.49
4z2i,7.44
4z6i,6.31
4z2l,5.85
4z88,5.39
4z89,4.69
4z7f,7.53
4z7h,6.66
4z8a,4.76
4z5w,5.81
4z8m,7.44
4z84,5.82
4z7n,5.04
4z93,7.35
4z83,7.4
4z7i,8.11
4z8d,5.22
4z7o,5.04
4zam,7.96
4z9l,8.8
4zae,8.44
4zbf,7.13
4zb8,6.03
4zbi,6.51
4zb6,6.28
4z7q,4.29
4za0,7.21
4zcs,4.33
4ze6,2.48
4zdu,5.77
4zba,5.51
4zfi,6.3
4zeb,6.52
4zec,5.82
4zei,5.88
4zed,5.12
4zgk,5.51
4z90,4.66
4zek,5.66
4zcw,7.37
4zhl,6.47
4zhm,8.05
4zij,3.25
4zga,7.7
4zim,8.62
4zg9,7.59
4zg6,6.33
4zip,9.68
4zjj,8.0
4zjr,7.54
4zji,6.47
4zg7,8.7
4zjc,8.96
4zjw,6.66
4zj8,9.26
4zki,2.92
4zk5,8.43
4zl4,7.86
4zlo,4.92
4zls,9.09
4zly,5.46
4zme,4.3
4zlz,7.0
4znx,6.62
4zmf,3.96
4zh4,4.22
4zom,8.52
4zh2,5.0
4zow,4.12
4zla,7.3
4zpe,6.35
4zpf,6.74
4zo5,9.82
4zpg,7.26
4zph,7.51
4zs0,5.64
4zs2,5.49
4zsa,7.82
4zs9,4.57
4zs3,5.18
4zsh,7.05
4zh3,4.4
4zsg,5.0
4zsj,5.64
4zsl,5.0
4zqt,5.64
4zro,6.16
4zsm,2.4
4zsp,5.74
4zsq,5.65
4zsr,4.44
4ztl,5.92
4ztm,7.6
4zt2,8.0
4zt8,4.39
4ztn,7.72
4zt4,8.0
4zt3,8.0
4zt5,8.0
4ztq,6.32
4ztr,8.3
4zts,7.6
4zud,8.16
4zv1,5.24
4zun,4.59
4zup,6.77
4zt7,8.0
4zv2,2.93
4zum,6.57
4zt6,8.0
4zvi,6.33
4zuq,6.89
4zwx,8.7
4zur,7.17
